"授权公告号","申请号","法律状态公告日","法律状态","法律状态信息"
"","200580014311.2","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200580021973.2","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200580022760.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200580022760.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200580022760.1","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200580023937.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200580024665.5","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200580032450.8","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200580033090.3","2016.12.28","专利权的视为放弃","专利权的视为放弃"
"","200580036572.4","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580037227.2","2016.12.28","专利权的终止","未缴年费专利权终止"
"101056675B","200580038164.2","2016.12.28","授权","授权"
"","200580038331.3","2016.12.28","专利权的终止","未缴年费专利权终止"
"101057244B","200580038492.2","2016.12.28","授权","授权"
"","200580038642.X","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580039229.5","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580042703.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200580043700.8","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580044225.6","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580046140.1","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580046189.7","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580046313.X","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580047178.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200580047178.0","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200580049538.0","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200580049579.X","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200610002563.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610007016.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610007016.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610007016.0","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610008639.X","2016.12.28","专利权的无效宣告","专利权全部无效"
"","200610011283.5","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610020280.8","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610021043.3","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610021527.8","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610021770.X","2016.12.28","专利实施许可合同备案的生效、变更及注销","专利实施许可合同备案的注销"
"","200610022192.1","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200610024013.8","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610028329.4","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610028329.4","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610038083.9","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610038083.9","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610038083.9","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610038250.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610038250.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610038250.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039643.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039643.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039643.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039804.8","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039804.8","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039868.8","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039868.8","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039868.8","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039869.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039869.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039869.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039871.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039871.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610039871.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610040938.1","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610040938.1","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610040938.1","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610042970.3","2016.12.28","专利权的保全及其解除","专利权的保全"
"","200610047607.0","2016.12.28","专利实施许可合同备案的生效、变更及注销","专利实施许可合同备案的生效"
"","200610049289.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610049289.1","2016.12.28","著录事项变更","著录事项变更"
"","200610051265.X","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200610051267.9","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200610054577.6","2016.12.28","专利权的终止","未缴年费专利权终止"
"","200610057517.X","2016.12.28","文件的公告送达","文件的公告送达"
"","200610061377.3","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610063434.1","2016.12.28","专利权的无效宣告","专利权全部无效"
"","200610064507.9","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"","200610067560.4","2016.12.28","文件的公告送达","文件的公告送达"
"","200610067716.9","2016.12.28","文件的公告送达","文件的公告送达"
"","200610070048.5","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610073288.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610073288.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610073288.0","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610081785.5","2016.12.28","专利权的终止","专利权有效期届满"
"","200610081786.X","2016.12.28","专利权的终止","专利权有效期届满"
"","200610083554.8","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610085073.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610088170.5","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610088170.5","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610090966.4","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610091473.2","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610091476.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610095738.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610095738.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610095738.6","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610096910.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","200610096956.1","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610097167.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","200610097167.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
